date,commit_date,song_id,artists,position,playlist,name,album_name
2004-01-01,2024-11-01,0ll8uFnc0nANY35E0Lfxvg,Keane,4,ColdplayRadio,Somewhere Only We Know,Hopes And Fears
2008-05-26,2024-11-01,1mea3bSkSGXuIRvnydlB5b,Coldplay,5,ColdplayRadio,Viva La Vida,Viva La Vida or Death and All His Friends
2010-05-11,2024-11-01,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,6,ColdplayRadio,Just the Way You Are,Doo-Wops & Hooligans
2013-01-01,2024-11-01,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,9,ColdplayRadio,Counting Stars,Native
2002-08-27,2024-11-01,75JFxkI2RXiU7L9VXzMkle,Coldplay,10,ColdplayRadio,The Scientist,A Rush of Blood to the Head
2022-05-20,2024-11-01,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,11,ColdplayRadio,As It Was,Harry's House
2002-01-01,2024-11-01,4llK75pXNWZz6KAho2Gp16,Maroon 5,13,ColdplayRadio,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition
2005-06-07,2024-11-01,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,15,ColdplayRadio,Fix You,X&Y
2002-08-27,2024-11-01,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,19,ColdplayRadio,Clocks,A Rush of Blood to the Head
2017-05-12,2024-11-01,5Ohxk2dO5COHF1krpoPigN,Harry Styles,22,ColdplayRadio,Sign of the Times,Harry Styles
2010-12-01,2024-11-01,4HlFJV71xXKIGcU3kRyttv,Train,23,ColdplayRadio,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)"
2014-11-17,2024-11-01,5O2P9iiztwhomNh8xkR9lJ,One Direction,26,ColdplayRadio,Night Changes,FOUR (Deluxe)
2011-10-19,2024-11-01,7wBrglFVTNCcW6IhdgBkm1,Coldplay,27,ColdplayRadio,Paradise,Mylo Xyloto
2019-12-13,2024-11-01,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,28,ColdplayRadio,Watermelon Sugar,Fine Line
2014-05-19,2024-11-01,0FDzzruyVECATHXKHFs9eJ,Coldplay,30,ColdplayRadio,A Sky Full of Stars,Ghost Stories
2011-01-19,2024-11-01,7j4OmvkjRz0PrjFADlHfQx,Adele,31,ColdplayRadio,Set Fire to the Rain,21
2012-09-10,2024-11-01,7wMq5n8mYSKlQIGECKUgTX,The Script,33,ColdplayRadio,Hall of Fame (feat. will.i.am),#3 Deluxe Version
2011-01-19,2024-11-01,5lkpeJwmQKgY3bX2zChjxX,Adele,36,ColdplayRadio,Someone Like You,21
2000-07-10,2024-11-01,7D0RhFcb3CrfPuTJ0obrod,Coldplay,37,ColdplayRadio,Sparks,Parachutes
2008-07-14,2024-11-01,285hMzLhJwHVLe9QT9qilk,The Script,38,ColdplayRadio,Breakeven,The Script
2015-12-04,2024-11-01,3RiPr603aXAoi4GHyXx0uy,Coldplay,39,ColdplayRadio,Hymn for the Weekend,A Head Full of Dreams
2002-01-01,2024-11-01,6ECp64rv50XVz93WvxXMGF,Maroon 5,42,ColdplayRadio,This Love,Songs About Jane: 10th Anniversary Edition
2008-07-14,2024-11-01,3nqqDo8CcCLke3ZoTgiOKf,The Script,43,ColdplayRadio,The Man Who Can't Be Moved,The Script
2013-11-25,2024-11-01,4nVBt6MZDDP6tRVdQTgxJg,One Direction,44,ColdplayRadio,Story of My Life,Midnight Memories (Deluxe)
2002-08-27,2024-11-01,2nvC4i2aMo4CzRjRflysah,Coldplay,45,ColdplayRadio,In My Place,A Rush of Blood to the Head
2004-01-01,2024-11-01,5hkdfA87RZvNaxl6XiveOA,Keane,46,ColdplayRadio,Everybody's Changing,Hopes And Fears
2011-01-19,2024-11-01,6IAZHEBUIGJ6NJKxxOBIEr,Adele,47,ColdplayRadio,Rolling in the Deep,21
2014-09-02,2024-11-01,2iuZJX9X9P0GKaE93xcPjk,Maroon 5,49,ColdplayRadio,Sugar,V
2004-01-01,2024-10-25,0ll8uFnc0nANY35E0Lfxvg,Keane,1,ColdplayRadio,Somewhere Only We Know,Hopes And Fears
2017-04-07,2024-10-25,6RUKPb4LETWmmr3iAEQktW,Coldplay,2,ColdplayRadio,Something Just Like This,Memories...Do Not Open
2000-07-10,2024-10-25,3AJwUDP919kvQ9QcozQPxg,Coldplay,3,ColdplayRadio,Yellow,Parachutes
2008-05-26,2024-10-25,1mea3bSkSGXuIRvnydlB5b,Coldplay,7,ColdplayRadio,Viva La Vida,Viva La Vida or Death and All His Friends
2010-05-11,2024-10-25,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,8,ColdplayRadio,Just the Way You Are,Doo-Wops & Hooligans
2005-06-07,2024-10-25,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,9,ColdplayRadio,Fix You,X&Y
2022-05-20,2024-10-25,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,10,ColdplayRadio,As It Was,Harry's House
2013-01-01,2024-10-25,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,11,ColdplayRadio,Counting Stars,Native
2002-01-01,2024-10-25,4llK75pXNWZz6KAho2Gp16,Maroon 5,12,ColdplayRadio,She Will Be Loved - Radio Mix,Songs About Jane: 10th Anniversary Edition
2002-08-27,2024-10-25,75JFxkI2RXiU7L9VXzMkle,Coldplay,15,ColdplayRadio,The Scientist,A Rush of Blood to the Head
2014-11-17,2024-10-25,5O2P9iiztwhomNh8xkR9lJ,One Direction,20,ColdplayRadio,Night Changes,FOUR (Deluxe)
2017-05-12,2024-10-25,5Ohxk2dO5COHF1krpoPigN,Harry Styles,21,ColdplayRadio,Sign of the Times,Harry Styles
2011-10-19,2024-10-25,7wBrglFVTNCcW6IhdgBkm1,Coldplay,22,ColdplayRadio,Paradise,Mylo Xyloto
2002-08-27,2024-10-25,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,24,ColdplayRadio,Clocks,A Rush of Blood to the Head
2013-11-25,2024-10-25,4nVBt6MZDDP6tRVdQTgxJg,One Direction,27,ColdplayRadio,Story of My Life,Midnight Memories (Deluxe)
2019-12-13,2024-10-25,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,28,ColdplayRadio,Watermelon Sugar,Fine Line
2010-12-01,2024-10-25,4HlFJV71xXKIGcU3kRyttv,Train,30,ColdplayRadio,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)"
2014-05-19,2024-10-25,0FDzzruyVECATHXKHFs9eJ,Coldplay,31,ColdplayRadio,A Sky Full of Stars,Ghost Stories
2011-01-19,2024-10-25,5lkpeJwmQKgY3bX2zChjxX,Adele,32,ColdplayRadio,Someone Like You,21
2012-09-10,2024-10-25,7wMq5n8mYSKlQIGECKUgTX,The Script,34,ColdplayRadio,Hall of Fame (feat. will.i.am),#3 Deluxe Version
2000-07-10,2024-10-25,7D0RhFcb3CrfPuTJ0obrod,Coldplay,35,ColdplayRadio,Sparks,Parachutes
2011-01-19,2024-10-25,7j4OmvkjRz0PrjFADlHfQx,Adele,36,ColdplayRadio,Set Fire to the Rain,21
2012-12-05,2024-10-25,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,38,ColdplayRadio,Locked out of Heaven,Unorthodox Jukebox
2008-07-14,2024-10-25,285hMzLhJwHVLe9QT9qilk,The Script,39,ColdplayRadio,Breakeven,The Script
2015-12-04,2024-10-25,3RiPr603aXAoi4GHyXx0uy,Coldplay,40,ColdplayRadio,Hymn for the Weekend,A Head Full of Dreams
