name,artists,album_name,date,song_id,cover_url,playlist,position,commit_date
You Got Me Searching,Jack White,You Got Me Searching,2024-11-15,0MP463h7yiFtZmxQAZKh9r,https://i.scdn.co/image/ab67616d0000b273846a65539c1776a84434be75,RockThis,20,2024-11-29
Long Gone,Superheaven,Long Gone,2024-11-12,1JqovbqNQa5deYzyNsy7nR,https://i.scdn.co/image/ab67616d0000b273c9ef2292991be08f0222648e,RockThis,27,2024-11-29
The Emptiness Machine,Linkin Park,From Zero,2024-11-15,1EDPVGbyPKJPeGqATwXZvN,https://i.scdn.co/image/ab67616d0000b273b11a5489e8cb11dd22b930a0,RockThis,29,2024-11-29
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,2024-11-15,0l0vcZMU7AOeQmUIREoI2U,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,ThisIsBadBunny,10,2024-11-29
These Walls (feat. Pierre de Maere),"Dua Lipa, Pierre de Maere",These Walls (feat. Pierre de Maere),2024-11-08,67LH2dzXF67Oi80yJaVYd7,https://i.scdn.co/image/ab67616d0000b273ab2b1c88fe95b43b41afa44b,HitRadioFr,24,2024-11-29
sunflower ‘24,November Ultra,postcard season,2024-11-22,4B5bFK1CWLg3MHo56HNizi,https://i.scdn.co/image/ab67616d0000b273f7fee975efa445caf170a40a,CafeCroissant,1,2024-11-29
End of the Line,Gizmo Varillas,End of the Line,2024-11-15,0kEhb225WGSAoGLNRq45hh,https://i.scdn.co/image/ab67616d0000b27377d52c9b3abdeeb747fc6c69,CafeCroissant,3,2024-11-29
Songs,"half•alive, Jordana",Songs,2024-11-08,39GSMevjvCjRjO4FRVjFCf,https://i.scdn.co/image/ab67616d0000b2730ab375e7793c3ba2e89fb629,CafeCroissant,4,2024-11-29
Les Anges,Aliocha Schneider,Aliocha Schneider (Deluxe),2024-11-08,5qftMKQEhmvZTeP1zWXs1d,https://i.scdn.co/image/ab67616d0000b273640e378c004fafa1102d4bef,CafeCroissant,7,2024-11-29
Touching Toes,Olivia Dean,Touching Toes,2024-11-15,5qnVigvU1R795fr1HOSXzY,https://i.scdn.co/image/ab67616d0000b27385a760bb9d23158e967b8544,CafeCroissant,10,2024-11-29
